"dates_","open_value","high_value","low_value","close_value","change_value","volume_value"
"2004-07-20T19:00:00.000Z",5397.98,5443.99,5388.79,5440.63,51.22,301667648
"2004-07-21T19:00:00.000Z",5449.13,5468.96,5426.11,5426.29,-14.34,250289264
"2004-07-22T19:00:00.000Z",5426.09,5437.76,5404.42,5411.07,-15.22,187543344
"2004-07-25T19:00:00.000Z",5415.6,5416.75,5342.96,5347,-64.07,166775888
"2004-07-26T19:00:00.000Z",5345.86,5365.88,5268.52,5315.69,-31.31,226679904
"2004-07-27T19:00:00.000Z",5331.81,5358.88,5309.98,5351.33,35.64,274058176
"2004-07-28T19:00:00.000Z",5356.18,5366.78,5298.52,5303.56,-47.77,211011280
"2004-07-29T19:00:00.000Z",5310.53,5329.98,5258.34,5289.92,-13.64,314589920
"2004-08-01T19:00:00.000Z",5263.98,5282.68,5204.2,5206.83,-83.09,236632464
"2004-08-02T19:00:00.000Z",5193.9,5262.52,5193.14,5262.52,55.69,384118016
"2004-08-03T19:00:00.000Z",5278.33,5324.21,5278.33,5309.05,46.53,316423200
"2004-08-04T19:00:00.000Z",5317.53,5326.1,5277.85,5303.84,-5.21,237528624
"2004-08-05T19:00:00.000Z",5310.35,5343.52,5286.45,5343.52,39.68,330516416
"2004-08-08T19:00:00.000Z",5335.93,5380.55,5333.94,5363.96,20.44,355969664
"2004-08-09T19:00:00.000Z",5376.61,5403.42,5357.98,5367.95,3.99,383136640
"2004-08-10T19:00:00.000Z",5367.95,5390.8,5343.38,5352.95,-15,201597648
"2004-08-11T19:00:00.000Z",5362.38,5379.92,5319,5326.16,-26.79,231014032
"2004-08-12T19:00:00.000Z",5330.92,5342.46,5318.68,5335.82,9.66,124728728
"2004-08-15T19:00:00.000Z",5340.63,5345.7,5315.49,5329.67,-6.15,97384520
"2004-08-16T19:00:00.000Z",5321.39,5382.53,5314.03,5377.75,48.08,270606496
"2004-08-17T19:00:00.000Z",5387.62,5417.89,5387.61,5417.86,40.11,321123168
"2004-08-18T19:00:00.000Z",5431.98,5435.24,5373.42,5377.76,-40.1,285409184
"2004-08-19T19:00:00.000Z",5377.71,5414.71,5373.44,5409.05,31.29,222171408
"2004-08-22T19:00:00.000Z",5423,5428.41,5396.9,5401.38,-7.67,144136880
"2004-08-23T19:00:00.000Z",5410.82,5421.76,5358.9,5368.23,-33.15,214199504
"2004-08-24T19:00:00.000Z",5377.17,5382.03,5334.48,5355.22,-13.01,202922672
"2004-08-25T19:00:00.000Z",5362.28,5381.59,5358.44,5381.59,26.37,234158192
"2004-08-26T19:00:00.000Z",5386.3,5407.89,5386.3,5393.99,12.4,326675104
"2004-08-29T19:00:00.000Z",5400.99,5400.99,5319.74,5329.86,-64.13,212650128
"2004-08-30T19:00:00.000Z",5327.35,5346.46,5288.06,5346.15,16.29,269186656
"2004-08-31T19:00:00.000Z",5346.96,5366.02,5315.6,5320.38,-25.77,212481664
"2004-09-01T19:00:00.000Z",5315.96,5335.45,5301.24,5327.53,7.15,141930016
"2004-09-02T19:00:00.000Z",5326.4,5345.42,5312.55,5318.73,-8.8,123527776
"2004-09-05T19:00:00.000Z",5287.48,5287.48,5172.97,5195.5,-123.23,255153696
"2004-09-06T19:00:00.000Z",5185.09,5222.15,5127.77,5168.77,-26.73,202203264
"2004-09-07T19:00:00.000Z",5191.63,5232.95,5184.74,5199.49,30.72,283906432
"2004-09-08T19:00:00.000Z",5203.32,5208.79,5175.19,5184.12,-15.37,195250064
"2004-09-09T19:00:00.000Z",5181.12,5181.12,5142.31,5172.21,-11.91,191526768
"2004-09-12T19:00:00.000Z",5172.93,5174,5116.34,5118.39,-53.82,200020544
"2004-09-13T19:00:00.000Z",5112.05,5117.67,5034.58,5087.37,-31.02,261778144
"2004-09-14T19:00:00.000Z",5098.44,5098.44,4995.96,4997.35,-90.02,260877728
"2004-09-15T19:00:00.000Z",5044.19,5058.8,5012.95,5055.03,57.68,273602304
"2004-09-16T19:00:00.000Z",5060.6,5082.83,4988.65,5045.91,-9.12,247239040
"2004-09-19T19:00:00.000Z",5052.06,5062.81,5035.42,5044.77,-1.14,151039520
"2004-09-20T19:00:00.000Z",5049.2,5049.2,4958.41,4958.41,-86.36,171103152
"2004-09-21T19:00:00.000Z",4946.76,4969.55,4880.28,4890.22,-68.19,208095648
"2004-09-22T19:00:00.000Z",4889.25,4976.69,4889.25,4970.57,80.35,290743840
"2004-09-23T19:00:00.000Z",4986.88,5080.67,4986.88,5080.67,110.1,425938080
"2004-09-26T19:00:00.000Z",5104.08,5135.68,5098.21,5125.04,44.37,319649408
"2004-09-27T19:00:00.000Z",5143.61,5154.69,5107.17,5128.13,3.09,310181728
"2004-09-28T19:00:00.000Z",5131.6,5196.78,5129.72,5196.28,68.15,476418592
"2004-09-29T19:00:00.000Z",5203.53,5236.23,5203.53,5217.75,21.47,446554624
"2004-09-30T19:00:00.000Z",5205.19,5264.81,5187.73,5245.82,28.07,396776288
"2004-10-03T19:00:00.000Z",5253.2,5285.3,5253.2,5267.92,22.1,290652992
"2004-10-04T19:00:00.000Z",5274.52,5281.4,5227.47,5233.28,-34.64,332513088
"2004-10-05T19:00:00.000Z",5240.49,5299.53,5240.49,5299.53,66.25,387498784
"2004-10-06T19:00:00.000Z",5293.38,5325.83,5283.83,5295.76,-3.77,427055616
"2004-10-07T19:00:00.000Z",5308,5362.42,5301.9,5342.94,47.18,525866944
"2004-10-10T19:00:00.000Z",5354.84,5380.45,5349.71,5372.13,29.19,334923168
"2004-10-11T19:00:00.000Z",5384.84,5421.21,5384.84,5421.07,48.94,441138208
"2004-10-12T19:00:00.000Z",5422.7,5465.42,5422.7,5445.5,24.43,463842848
"2004-10-13T19:00:00.000Z",5453.16,5486.53,5453.16,5470.23,24.73,380146656
"2004-10-14T19:00:00.000Z",5469.47,5476.46,5424.01,5433.48,-36.75,195607184
"2004-10-17T19:00:00.000Z",5452.89,5459.63,5380.72,5380.72,-52.76,215094480
"2004-10-18T19:00:00.000Z",5376.91,5467.06,5352.6,5467.06,86.34,296384928
"2004-10-19T19:00:00.000Z",5495.14,5502.77,5458.54,5465.36,-1.7,328648416
"2004-10-20T19:00:00.000Z",5467.43,5519.61,5451.91,5452.87,-12.49,337636832
"2004-10-21T19:00:00.000Z",5463.49,5474.88,5445.09,5458.32,5.45,144592832
"2004-10-24T19:00:00.000Z",5483.96,5660.29,5453.97,5468.12,9.8,305175616
"2004-10-25T19:00:00.000Z",5478.51,5484.65,5379.35,5390.35,-77.77,309963296
"2004-10-26T19:00:00.000Z",5388,5416.1,5369.61,5383.42,-6.93,246110512
"2004-10-27T19:00:00.000Z",5385.98,5388.1,5350.7,5367.68,-15.74,166120336
"2004-10-28T19:00:00.000Z",5357.54,5362.54,5312.03,5332.24,-35.44,187018144
"2004-10-31T19:00:00.000Z",5342,5350.1,5243.9,5246.91,-85.33,135504752
"2004-11-01T19:00:00.000Z",5245.82,5337.02,5239.07,5329.88,82.97,239286272
"2004-11-02T19:00:00.000Z",5352.26,5413.47,5340.98,5351.51,21.63,320085600
"2004-11-03T19:00:00.000Z",5373.81,5398,5338.24,5349.04,-2.47,212974336
"2004-11-04T19:00:00.000Z",5346.32,5353.41,5322.44,5352.3,3.26,130151552
"2004-11-07T19:00:00.000Z",5363.61,5383.31,5362.04,5378.85,26.55,169556064
"2004-11-09T19:00:00.000Z",5386.05,5434.73,5377.62,5427.45,48.6,229220544
"2004-11-11T19:00:00.000Z",5446.41,5484.72,5446.41,5483.88,56.43,263930080
"2004-11-17T19:00:00.000Z",5505.13,5520.81,5482.6,5515.43,31.55,377011296
"2004-11-18T19:00:00.000Z",5522.96,5534.55,5504.69,5520.17,4.74,391881728
"2004-11-21T19:00:00.000Z",5508.75,5517.55,5481.29,5502.56,-17.61,328640480
"2004-11-22T19:00:00.000Z",5517.44,5538.27,5510.97,5514.49,11.93,295211040
"2004-11-23T19:00:00.000Z",5526.48,5543.82,5524.95,5533.22,18.73,357074208
"2004-11-24T19:00:00.000Z",5528.89,5542.89,5516.92,5523.27,-9.95,364241536
"2004-11-25T19:00:00.000Z",5524.49,5566.88,5520.75,5556.87,33.6,411242112
"2004-11-28T19:00:00.000Z",5567.26,5579.2,5555.82,5571.88,15.01,301904064
"2004-11-29T19:00:00.000Z",5585.08,5602.36,5556.98,5567.79,-4.09,298965440
"2004-11-30T19:00:00.000Z",5574.91,5581.47,5558.7,5560.5,-7.29,224983792
"2004-12-01T19:00:00.000Z",5561.16,5575.88,5542.04,5552.5,-8,212017072
"2004-12-02T19:00:00.000Z",5552.62,5589.7,5551.88,5575.96,23.46,272908160
"2004-12-05T19:00:00.000Z",5593.98,5633.55,5592.13,5633.13,57.17,360290432
"2004-12-06T19:00:00.000Z",5640.97,5676.16,5637.32,5675.79,42.66,442721600
"2004-12-07T19:00:00.000Z",5681.14,5715.81,5681.14,5698.64,22.85,598822528
"2004-12-08T19:00:00.000Z",5718.82,5748.88,5708.26,5738.49,39.85,608107712
"2004-12-09T19:00:00.000Z",5749.34,5774.86,5656.19,5700.82,-37.67,703138560
"2004-12-12T19:00:00.000Z",5701.76,5767.71,5701.76,5758.28,57.46,538140352
"2004-12-13T19:00:00.000Z",5778.27,5786.01,5744.12,5766.62,8.34,450407232
"2004-12-14T19:00:00.000Z",5785.72,5827.89,5782.91,5824.25,57.63,638351680
"2004-12-15T19:00:00.000Z",5842.32,5853.5,5812.12,5827.84,3.59,633625024
"2004-12-16T19:00:00.000Z",5823.87,5853.03,5815.45,5842.59,14.75,471023488
"2004-12-19T19:00:00.000Z",5855.1,5870.52,5847.36,5852.87,10.28,399498304
"2004-12-20T19:00:00.000Z",5852.72,5888.34,5837,5874.19,21.32,593542848
"2004-12-21T19:00:00.000Z",5886.04,5974.06,5884.4,5967.97,93.78,846636608
"2004-12-22T19:00:00.000Z",5985.01,6002.01,5961.54,5977.92,9.95,680887232
"2004-12-23T19:00:00.000Z",5974.77,6064.06,5962.86,6045.8,67.88,692662208
"2004-12-26T19:00:00.000Z",6063.87,6081.65,6034.81,6046.16,0.36,508515584
"2004-12-27T19:00:00.000Z",6050.77,6091.72,6021.58,6077.83,31.67,603276032
"2004-12-28T19:00:00.000Z",6091.29,6138.08,6091.29,6123.67,45.84,697888832
"2004-12-29T19:00:00.000Z",6148.29,6185.9,6086.64,6106.93,-16.74,779622784
"2004-12-30T19:00:00.000Z",6116.52,6222.27,6116.52,6218.4,111.47,761773952
"2005-01-02T19:00:00.000Z",6232.5,6257.44,6208.98,6220.28,1.88,617518912
"2005-01-03T19:00:00.000Z",6230.79,6301.6,6221.81,6297.7,77.42,722553408
"2005-01-04T19:00:00.000Z",6321.87,6359.12,6306.77,6285.68,-12.02,880630272
"2005-01-05T19:00:00.000Z",6321.87,6359.12,6306.77,6353.27,67.59,665468800
"2005-01-06T19:00:00.000Z",6361.85,6369.08,6300.15,6318.9,-34.37,976302912
"2005-01-09T19:00:00.000Z",6364.88,6500.73,6364.88,6484.14,165.24,914754496
"2005-01-10T19:00:00.000Z",6515.16,6710.03,6484.14,6709.93,225.79,1029763264
"2005-01-11T19:00:00.000Z",6714.24,6784.33,6651.4,6657.57,-52.36,1143584128
"2005-01-12T19:00:00.000Z",6631.9,6638.35,6418.29,6426.17,-231.4,703926848
"2005-01-13T19:00:00.000Z",6440.93,6589.53,6370.37,6559.98,133.81,744929984
"2005-01-16T19:00:00.000Z",6559.61,6654.39,6530.76,6632.84,72.86,646116864
"2005-01-17T19:00:00.000Z",6647.34,6665.22,6594.78,6603.65,-29.19,463686624
"2005-01-18T19:00:00.000Z",6625.17,6763.32,6625.17,6746.28,142.63,845485312
"2005-01-23T19:00:00.000Z",6807.64,6891.74,6746.4,6862.11,115.83,911393856
"2005-01-24T19:00:00.000Z",6914.32,6937.22,6843.95,6889.05,26.94,839371520
"2005-01-25T19:00:00.000Z",6841.9,6987.69,6833.19,6905.93,16.88,813057088
"2005-01-26T19:00:00.000Z",6913.76,6973.47,6867.5,6953.17,47.24,697177856
"2005-01-27T19:00:00.000Z",6994.91,6998.35,6722.9,6798.12,-155.05,793358976
"2005-01-30T19:00:00.000Z",6788.07,6841.58,6686.95,6748.62,-49.5,394127552
"2005-01-31T19:00:00.000Z",6764.31,6896.7,6762.65,6869.29,120.67,718561152
"2005-02-01T19:00:00.000Z",6899.4,6977.05,6893.77,6950.1,80.81,712919104
"2005-02-02T19:00:00.000Z",6973.93,7040.21,6949.88,7015.16,65.06,651290112
"2005-02-03T19:00:00.000Z",7022.37,7043.07,6959.03,6968.18,-46.98,498319520
"2005-02-06T19:00:00.000Z",6986.64,7098.39,6955.23,7091.12,122.94,681712832
"2005-02-07T19:00:00.000Z",7119.65,7179.6,7118.92,7154.83,63.71,865069632
"2005-02-08T19:00:00.000Z",7173.62,7184.68,7050.47,7157.64,2.81,746639040
"2005-02-09T19:00:00.000Z",7174.59,7223.98,7121.51,7196.75,39.11,764209408
"2005-02-10T19:00:00.000Z",7208.8,7270.69,7189.99,7238.92,42.17,779448960
"2005-02-13T19:00:00.000Z",7253.99,7342.62,7253.99,7342.62,103.7,890430592
"2005-02-14T19:00:00.000Z",7360.56,7402.96,7345,7402.96,60.34,974834752
"2005-02-15T19:00:00.000Z",7470.37,7516.88,7434.54,7509.6,106.64,1366220288
"2005-02-16T19:00:00.000Z",7560.5,7607.1,7538.98,7579.98,70.38,1027231360
"2005-02-17T19:00:00.000Z",7594.08,7769.57,7560.31,7733.36,153.38,1251404544
"2005-02-20T19:00:00.000Z",7740.93,7869.91,7740.93,7865.94,132.58,1050340864
"2005-02-21T19:00:00.000Z",7885.36,7961.09,7822.19,7925.92,59.98,1150527104
"2005-02-22T19:00:00.000Z",7933.8,8184.31,7915.76,8180.97,255.05,1446070400
"2005-02-23T19:00:00.000Z",8184.77,8393.77,8139.13,8253.34,72.37,1154255104
"2005-02-24T19:00:00.000Z",8252.55,8396.84,8186.61,8285.48,32.14,974081344
"2005-02-27T19:00:00.000Z",8275.92,8336.9,8192.02,8261.28,-24.2,744427648
"2005-02-28T19:00:00.000Z",8303.32,8428.02,8289.6,8404.49,143.21,831468352
"2005-03-01T19:00:00.000Z",8473.53,8558.73,8206.14,8206.16,-198.33,1011770048
"2005-03-02T19:00:00.000Z",8212.64,8510.46,8212.24,8496.36,290.2,967800320
"2005-03-03T19:00:00.000Z",8627.21,8802.45,8627.21,8792.7,296.34,1350963712
"2005-03-06T19:00:00.000Z",8798.38,9007.49,8798.38,8863.34,70.64,1123153536
"2005-03-07T19:00:00.000Z",8906.43,9251.34,8826.11,9218.63,355.29,1387153536
"2005-03-08T19:00:00.000Z",9290.06,9648.12,9218.68,9588.46,369.83,1492189312
"2005-03-09T19:00:00.000Z",9599.74,9893.69,9418.21,9547.11,-41.35,1243016832
"2005-03-10T19:00:00.000Z",9612.93,9709.85,9472.72,9603.73,56.62,1063513536
"2005-03-13T19:00:00.000Z",9602.89,10000.31,9602.89,10000.17,396.44,1148886528
"2005-03-14T19:00:00.000Z",10065.87,10304.72,9998.05,10304.72,304.55,1161904128
"2005-03-15T19:00:00.000Z",10455.05,10510.85,9962.65,10079.2,-225.52,1252931200
"2005-03-16T19:00:00.000Z",10083.95,10106.01,9604.55,9638.17,-441.03,500243456
"2005-03-17T19:00:00.000Z",9620.97,10001.39,9367.84,9499.42,-138.75,1059046016
"2005-03-20T19:00:00.000Z",9498.62,9498.62,9070.57,9098.48,-400.94,321608128
"2005-03-21T19:00:00.000Z",8789.72,8790.18,8677.8,8698.88,-399.6,234591040
"2005-03-23T19:00:00.000Z",8684.91,8684.91,8314.1,8315.67,-383.21,222745088
"2005-03-24T19:00:00.000Z",8309.41,8309.41,7930.57,7964.95,-350.72,146613568
"2005-03-27T19:00:00.000Z",7911.58,8001.23,7687.09,7709.95,-255,204639808
"2005-03-28T19:00:00.000Z",7686.61,7855.14,7425.8,7853.26,143.31,377552864
"2005-03-29T19:00:00.000Z",7860.4,8346.42,7817.13,8084.37,231.11,541076672
"2005-03-30T19:00:00.000Z",8094.52,8247.2,7751.13,7770.52,-313.85,506433152
"2005-03-31T19:00:00.000Z",7606.67,7642.47,7478.72,7596.87,-173.65,282343424
"2005-04-03T19:00:00.000Z",7779.19,8052,7738.37,8052,455.13,388858656
"2005-04-04T19:00:00.000Z",8014.81,8151.46,7807.54,7821.18,-230.82,433291744
"2005-04-05T19:00:00.000Z",7895.15,7903.15,7544.73,7614.71,-206.47,253856912
"2005-04-06T19:00:00.000Z",7680.28,7787.52,7569.36,7785.05,170.34,283984864
"2005-04-07T19:00:00.000Z",7785.35,7788.89,7533.87,7593.3,-191.75,271406816
"2005-04-10T19:00:00.000Z",7649.64,7653.64,7244.49,7244.55,-348.75,207121856
"2005-04-11T19:00:00.000Z",7163.77,7163.77,6927.67,6939.64,-304.91,70107064
"2005-04-12T19:00:00.000Z",6787.23,7125.11,6724.07,7123.5,183.86,383291584
"2005-04-13T19:00:00.000Z",7189.13,7202.96,6960.91,7202.96,79.46,337083456
"2005-04-14T19:00:00.000Z",7262.29,7524.72,7240.39,7512.91,309.95,420328256
"2005-04-17T19:00:00.000Z",7512.46,7512.46,7230.73,7235.91,-277,364040768
"2005-04-18T19:00:00.000Z",7177.08,7321.12,6942.07,6953.64,-282.27,216458448
"2005-04-19T19:00:00.000Z",6916.44,7061.32,6702.09,7031.55,77.91,313280384
"2005-04-20T19:00:00.000Z",7128.59,7261.1,7065.24,7101.83,70.28,321964928
"2005-04-24T19:00:00.000Z",7169.84,7249.23,6987.79,6997.33,-104.5,230220176
"2005-04-25T19:00:00.000Z",6958.02,7164.73,6888.03,7163.75,166.42,262480560
"2005-04-26T19:00:00.000Z",7193.8,7310.47,7155.6,7276.65,112.9,371489472
"2005-04-27T19:00:00.000Z",7306.55,7306.55,7143.43,7145.75,-130.9,258102000
"2005-04-28T19:00:00.000Z",7169.86,7223.74,7033.46,7104.65,-41.1,194647328
"2005-05-01T19:00:00.000Z",7128.54,7154.82,6824.83,6833.6,-271.05,135254128
"2005-05-02T19:00:00.000Z",6769.09,6920.28,6710.37,6887.94,54.34,194265760
"2005-05-03T19:00:00.000Z",6895.72,6953.77,6876.43,6899.59,11.65,135480608
"2005-05-04T19:00:00.000Z",6888.67,7104.73,6873.04,7097.52,197.93,272920864
"2005-05-05T19:00:00.000Z",7116.94,7221.35,7102.46,7183.25,85.73,354791488
"2005-05-08T19:00:00.000Z",7178.14,7395.16,7172.49,7384.98,201.73,407517696
"2005-05-09T19:00:00.000Z",7394.78,7460,7318.5,7367.7,-17.28,441161952
"2005-05-10T19:00:00.000Z",7357.44,7517.63,7352.12,7497.66,129.96,508123488
"2005-05-11T19:00:00.000Z",7539.05,7563.12,7276.97,7284.08,-213.58,571489344
"2005-05-12T19:00:00.000Z",7371.27,7437.85,7349.5,7411.33,127.25,288012736
"2005-05-15T19:00:00.000Z",7447.51,7468.95,7223.07,7315.59,-95.74,304143712
"2005-05-16T19:00:00.000Z",7340.55,7437.95,7319.8,7437.79,122.2,440556416
"2005-05-17T19:00:00.000Z",7430.07,7442.5,7301.79,7348.37,-89.42,394127744
"2005-05-18T19:00:00.000Z",7393.26,7433.09,7322.51,7413.93,65.56,259976672
"2005-05-19T19:00:00.000Z",7416.72,7431.47,7265.72,7300.09,-113.84,234861088
"2005-05-22T19:00:00.000Z",7152.38,7152.38,6978.48,6984.22,-315.87,119585016
"2005-05-23T19:00:00.000Z",6957.14,7051.39,6762.64,7035.38,51.16,314433888
"2005-05-24T19:00:00.000Z",7081.23,7124.52,6902.54,6942.56,-92.82,334260096
"2005-05-25T19:00:00.000Z",6965.33,6977.91,6655.6,6665.06,-277.5,173130000
"2005-05-26T19:00:00.000Z",6597.99,6672.3,6440.05,6467.15,-197.91,280716416
"2005-05-29T19:00:00.000Z",6463.19,6708.48,6457.28,6708.48,241.33,202826720
"2005-05-30T19:00:00.000Z",6679.17,6885.67,6665.06,6860.15,151.67,451266752
"2005-05-31T19:00:00.000Z",6895.75,7057.2,6881.11,7020.37,160.22,399060736
"2005-06-01T19:00:00.000Z",7058.63,7325.38,7058.63,7323.75,303.38,421910112
"2005-06-02T19:00:00.000Z",7356.12,7369.54,7182.68,7213.17,-110.58,377629248
"2005-06-05T19:00:00.000Z",7169.5,7171.77,6916.85,7104.24,-108.93,279394304
"2005-06-06T19:00:00.000Z",7122.23,7391.18,7122.23,7391.25,287.01,349898528
"2005-06-07T19:00:00.000Z",7363.87,7468.08,7140.83,7263.04,-128.21,589453760
"2005-06-08T19:00:00.000Z",7273.43,7371.17,7273.43,7307.24,44.2,232882560
"2005-06-09T19:00:00.000Z",7332.44,7394.2,7270.98,7345.29,38.05,321613920
"2005-06-12T19:00:00.000Z",7471.45,7478.58,7426.6,7442.29,97,264565424
"2005-06-13T19:00:00.000Z",7438.86,7455.73,7342.38,7370.87,-71.42,275816640
"2005-06-14T19:00:00.000Z",7438.99,7511.06,7433.59,7489.18,118.31,298630272
"2005-06-15T19:00:00.000Z",7521.23,7536.25,7304.47,7331.27,-157.91,303182560
"2005-06-16T19:00:00.000Z",7325.35,7432.44,7303.86,7398.73,67.46,336235840
"2005-06-19T19:00:00.000Z",7523.86,7674.69,7523.86,7665.57,266.84,371609184
"2005-06-20T19:00:00.000Z",7666.41,7700.16,7462.42,7490.66,-174.91,413872288
"2005-06-21T19:00:00.000Z",7513.42,7547.32,7390.95,7409.84,-80.82,248711328
"2005-06-22T19:00:00.000Z",7410.18,7424.21,7185,7417.68,7.84,287380096
"2005-06-23T19:00:00.000Z",7417.38,7417.5,7297.19,7350.46,-67.22,289062656
"2005-06-26T19:00:00.000Z",7351.38,7370.67,7090.78,7255.5,-94.96,161750112
"2005-06-27T19:00:00.000Z",7271.64,7451.59,7271.64,7431.71,176.21,265093568
"2005-06-28T19:00:00.000Z",7428.68,7500.39,7393.54,7496.39,64.68,360305984
"2005-06-29T19:00:00.000Z",7447.12,7504.16,7441.6,7450.96,-45.43,303896704
"2005-06-30T19:00:00.000Z",7489.29,7527.31,7457.18,7464.6,13.64,211060704
"2005-07-03T19:00:00.000Z",7439.02,7484.44,7394.75,7409.6,-55,145983360
"2005-07-04T19:00:00.000Z",7405.47,7517.92,7350.39,7517.92,108.32,207143648
"2005-07-05T19:00:00.000Z",7519.95,7597.64,7519.42,7531.17,13.25,379907456
"2005-07-06T19:00:00.000Z",7534.65,7634.73,7534.65,7590.39,59.22,289079488
"2005-07-07T19:00:00.000Z",7588.05,7616.2,7559.3,7588.94,-1.45,236152688
"2005-07-10T19:00:00.000Z",7653.42,7677.63,7553.76,7553.76,-35.18,293939360
"2005-07-11T19:00:00.000Z",7558.63,7589.95,7457.88,7512.02,-41.74,266703792
"2005-07-12T19:00:00.000Z",7513.06,7516.77,7461.09,7481.34,-30.68,206034976
"2005-07-13T19:00:00.000Z",7491.83,7531.23,7466.62,7471.72,-9.62,184327136
"2005-07-14T19:00:00.000Z",7452.9,7535.81,7449.43,7535.81,64.09,198600784
"2005-07-17T19:00:00.000Z",7514.35,7537.92,7437.55,7438.61,-97.2,143126368
"2005-07-18T19:00:00.000Z",7411.63,7416.86,7270.09,7320.45,-118.16,217129376
"2005-07-19T19:00:00.000Z",7317.02,7411.95,7317.02,7411.95,91.5,172768368
"2005-07-20T19:00:00.000Z",7393.58,7460.51,7375.4,7411.4,-0.55,245432064
"2005-07-21T19:00:00.000Z",7410.91,7412.86,7294.16,7353.85,-57.55,203735360
"2005-07-24T19:00:00.000Z",7377.97,7393.83,7305.09,7306.01,-47.84,110819352
"2005-07-25T19:00:00.000Z",7305.13,7319.85,7249.58,7301.79,-4.22,185116592
"2005-07-26T19:00:00.000Z",7311.98,7315.16,7213.94,7218.8,-82.99,136331744
"2005-07-27T19:00:00.000Z",7218.64,7300.09,7202.01,7215.17,-3.63,147705424
"2005-07-28T19:00:00.000Z",7226.31,7244.65,7112.63,7178.93,-36.24,198757904
"2005-07-31T19:00:00.000Z",7217.97,7228.79,7164.77,7195.1,16.17,70119496
"2005-08-01T19:00:00.000Z",7201.71,7330.86,7179.61,7325.13,130.03,214248560
"2005-08-02T19:00:00.000Z",7332.12,7479.72,7332.12,7442.04,116.91,434057632
"2005-08-03T19:00:00.000Z",7456.63,7488.26,7394.42,7404.8,-37.24,333090848
"2005-08-04T19:00:00.000Z",7341.16,7419.76,7338.28,7418.61,13.81,271263328
"2005-08-07T19:00:00.000Z",7458.3,7482.48,7281.51,7315.52,-103.09,194128992
"2005-08-08T19:00:00.000Z",7340.13,7352.95,7164.42,7184.48,-131.04,239483472
"2005-08-09T19:00:00.000Z",7191.96,7219.78,7010.47,7065.15,-119.33,201013472
"2005-08-10T19:00:00.000Z",7071.9,7091.49,6964.26,6970.7,-94.45,195946336
"2005-08-11T19:00:00.000Z",6962.67,7161.41,6856.35,7150.65,179.95,322666784
"2005-08-14T19:00:00.000Z",7140.64,7168.1,7098.3,7123.47,-27.18,162703728
"2005-08-15T19:00:00.000Z",7100.91,7143.96,7088.06,7141.65,18.18,102496496
"2005-08-16T19:00:00.000Z",7141.89,7146.46,7094.77,7099.23,-42.42,56136964
"2005-08-18T19:00:00.000Z",7193.62,7315.6,7193.62,7311.92,212.69,276232064
"2005-08-21T19:00:00.000Z",7417.55,7593.58,7417.55,7590.54,278.62,419410720
"2005-08-22T19:00:00.000Z",7612.62,7639.9,7545.71,7559,-31.54,502113408
"2005-08-23T19:00:00.000Z",7565.09,7593.92,7503.29,7514.04,-44.96,330012992
"2005-08-24T19:00:00.000Z",7537.02,7597.54,7524.82,7555.98,41.94,395595552
"2005-08-25T19:00:00.000Z",7568.73,7594.44,7536.61,7585.69,29.71,388805696
"2005-08-28T19:00:00.000Z",7586.73,7691.7,7586.73,7691.7,106.01,433541536
"2005-08-29T19:00:00.000Z",7692.32,7753.57,7667.07,7746.86,55.16,570361024
"2005-08-30T19:00:00.000Z",7774.27,7813.61,7764.58,7799.11,52.25,514965344
"2005-08-31T19:00:00.000Z",7802.83,7871.33,7765.46,7769.21,-29.9,487851904
"2005-09-01T19:00:00.000Z",7766.87,7798.1,7766.87,7789.76,20.55,341058432
"2005-09-04T19:00:00.000Z",7860.08,7874.38,7830.06,7849.06,59.3,331116800
"2005-09-05T19:00:00.000Z",7837.76,7876.01,7719.84,7807.8,-41.26,445865120
"2005-09-06T19:00:00.000Z",7805.92,7871.27,7794.6,7804.41,-3.39,529443808
"2005-09-07T19:00:00.000Z",7830.77,7884.29,7773.89,7884.21,79.8,464638304
"2005-09-08T19:00:00.000Z",7885.89,7933.84,7877.87,7889.25,5.04,390848000
"2005-09-11T19:00:00.000Z",7910.94,7925.31,7885.19,7892.52,3.27,340290816
"2005-09-12T19:00:00.000Z",7865.65,7937.24,7865.5,7894.68,2.16,424076288
"2005-09-13T19:00:00.000Z",7897.08,7987.42,7897.08,7956.5,61.82,428408608
"2005-09-14T19:00:00.000Z",7961.72,8033.3,7958.93,7979.48,22.98,561353984
"2005-09-15T19:00:00.000Z",8009.35,8029.28,7929.78,7934.54,-44.94,434135072
"2005-09-18T19:00:00.000Z",7953.25,7972.97,7861.69,7972.97,38.43,350000000
"2005-09-19T19:00:00.000Z",8002.55,8071.84,8002.55,8066.17,93.2,377502624
"2005-09-20T19:00:00.000Z",8067.64,8187.11,8067.64,8187.1,120.93,521101024
"2005-09-21T19:00:00.000Z",8188.08,8287.45,8149.31,8186,-1.1,737129408
"2005-09-22T19:00:00.000Z",8211.84,8242.66,8130.92,8179.9,-6.1,459412352
"2005-09-25T19:00:00.000Z",8198.23,8224.37,8138.37,8217.47,37.57,387105216
"2005-09-26T19:00:00.000Z",8254,8254.03,8178.69,8195.28,-22.19,445119712
"2005-09-27T19:00:00.000Z",8196.18,8233.64,8128.26,8196.33,1.05,402624992
